Unnamed: 0,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date,neg,neu,pos,compound,sentiment
4040,Super like :) These demos are so useful and pragmatic.,Ugz1Is15xVrJJvnG5dh4AaABAg,http://www.youtube.com/channel/UCtjldWnIlGpeTuqcniM9jSQ,Datascience Concepts,1,1,2020-05-29 23:38:20+00:00,mEZ1Hj5yQ-8,1,How to Build a Data Science Portfolio Website with Hugo & Github Pages [feat. Data Professor],2020-05-29,0.0,0.313,0.687,0.9208,positive
4285,I really appreciate your content Ken. I have a question and will appreciate an answer from anyone .My background is in Petroleum Engineering and want to switch towards Data Scientist there is an online boot camp of 3 months from brainstation( 15000 $cad) to help me become a data scientist. Do you think it's worth it? Once you are a Data Scientist is it easy to transit to data engineer?,UgxfNOAcQenmmbq_IRN4AaABAg,http://www.youtube.com/channel/UCCnsfIN_69D25OEGg-yGgCQ,chrys Bimokono,1,1,2020-05-23 18:51:17+00:00,BZFfNwj7JhE,1,Different Data Science Roles Explained (by a Data Scientist),2020-05-23,0.0,0.793,0.207,0.9208,positive
4031,"For a field that is growing, you provide awesome content for people to navigate through it. Your help is much appreciated.
My question is in regards how to get into data science. 
1) Data Science Bootcamp (which includes programming requirements) > Use that knowledge to work on projects (freelancing, build portfolio) 
2) Start with a full-stack development / software engineering bootcamp, get experience there, and then slowly transition to data science?
Coming from a civil engineering background with little to no coding experience, what sounds better?",Ugx9Og5ZaGP3yBfWrHx4AaABAg,http://www.youtube.com/channel/UCv1WnMAiW5sDiLclp0ylDaQ,Faisal Hashim,1,2,2020-05-30 07:50:51+00:00,Q9FjwzKFPuM,1,Data Science Certificate vs Bootcamp vs Masters Degree,2020-05-30,0.021,0.815,0.164,0.9207,positive
4544,Awesome stuff! Really excited to see the advanced version :D,Ugx6HrzlL7GhEQu5aPF4AaABAg,http://www.youtube.com/channel/UC0M3s_fYFVXQ_yEqGL_Xfxg,sifat md abdullah,1,1,2020-05-15 19:12:12+00:00,1aXk2RViq3c,1,How to Make A Data Science Portfolio Website with Github Pages,2020-05-15,0.0,0.314,0.686,0.9204,positive
2151,"Thanks for the video, I have two questions though if someone don't mind answering 
1. Let's say I did a project without knowing someone else on the net did something similar to my projects, is it plagiarism ?

2. And if I get ideas from some others projects but codes are not copied at all ? Is it plagiarism ? Or what if I got inspiration from a project but did something completely different from what that project is ? Should I even cite the resources I got the inspiration even though the project is different ?",Ugwt46za-Djhw28JbTZ4AaABAg,http://www.youtube.com/channel/UC6JkrPIeheS83OCisVbRQvw,Twinshot Zero,1,1,2020-08-08 19:34:30+00:00,vQGJvmhpq_s,1,The Plagiarism Problem in Data Science,2020-08-08,0.0,0.87,0.13,0.9203,positive
1393,Always loves your video. You are inspiration I work so hard learning this field. Could you please help me in some of the topics I asked you on #66DaysOfData? I am stucked and I really need some help.,UgzVvsjVe_jdTDX1XxB4AaABAg,http://www.youtube.com/channel/UCKDhCh8MKrag0hC5TMKB5iw,Sameed Ahmed,1,1,2020-09-04 21:40:04+00:00,-pdXWmj9xxU,1,How I Learn Data Science Through Studying Other People's Code | #66DaysOfData,2020-09-04,0.038,0.629,0.333,0.9202,positive
1684,"Thanks for this amazing initiative, I would love to join, so much to learn, let me stock up on the books you suggested 😁",UgzhRH6Z7alECm2ZfZJ4AaABAg,http://www.youtube.com/channel/UCV8e2g4IWQqK71bbzGDEI4Q,Data Professor,2,3,2020-08-29 06:56:28+00:00,uXLnbdHMf8w,2,Why I'm Starting Data Science Over Again.,2020-08-29,0.0,0.579,0.421,0.9201,positive
1523,"Love you channel! I’m in grad school, MS Data Science coming from a GIS background, and your channel was my inspiration. My goal is to break into sports analytics and I would love to combine spatial data analysis with sports analytics.",Ugwev7nqnNS4k5s5Wg94AaABAg,http://www.youtube.com/channel/UCughgiUCZ9XHr5UuZWbtSrQ,Rafal Rudzinski,1,1,2020-08-31 21:38:25+00:00,uXLnbdHMf8w,1,Why I'm Starting Data Science Over Again.,2020-08-31,0.0,0.749,0.251,0.92,positive
4914,"Hey Ken! Thank you for all your videos. I was wondering if this changes any for people pursuing sports analytics. I was also wondering how to start with projects for sports analytics. I am currently 16 years old and am trying to learn coding and statistics during this time through free edx and coursera, but I still don't seem to be able to do any projects, especially ones that are new and intuitive. I want to publish new work, but over summer if I am only good enough to do projects that maybe others have done, is that still worth publishing? Thank you for any advice.",Ugw2yLgU-i9pwhPULBF4AaABAg,http://www.youtube.com/channel/UCd23vQkX_RojFcy2n4Y1_4Q,Kiel M,3,1,2020-05-08 16:07:30+00:00,4OZip0cgOho,3,How I Would Learn Data Science (If I Had to Start Over),2020-05-08,0.0,0.862,0.138,0.92,positive
1425,"You are such an inspiration to us!!

Thanks for motivating us :)",UgxDGL7zYsqRhehdmO54AaABAg,http://www.youtube.com/channel/UCDrzWvX-fQp4Ji3P6sWmtLA,Harshita Chaurasia,1,1,2020-09-04 15:17:04+00:00,-pdXWmj9xxU,1,How I Learn Data Science Through Studying Other People's Code | #66DaysOfData,2020-09-04,0.0,0.379,0.621,0.9199,positive
3646,Hi Ken! Thank you for your video! To be honest I have literally watched almost all your videos and get excited when ever you post a video. Can you make another series on Data science projects like you did previously?  Thank you!,UgxUaEIvBMCvWkSa7vN4AaABAg,http://www.youtube.com/channel/UCi-IdZZhgGs-7iDQV4QHxWQ,ogugua onyinyechi,1,0,2020-06-12 13:38:05+00:00,XjC3FPL-S78,1,The REAL Reason You're Struggling to Learn Data Science,2020-06-12,0.0,0.713,0.287,0.9198,positive
3640,"This channel is growing so fast, love it. Thank you for all the amazing videos !!",UgzyjFjIRnPakDSUFJx4AaABAg,http://www.youtube.com/channel/UCTIPnbHiFo6YDaWEbfb5VmQ,Prabesh Adhikari,1,0,2020-06-12 14:22:49+00:00,XjC3FPL-S78,1,The REAL Reason You're Struggling to Learn Data Science,2020-06-12,0.0,0.479,0.521,0.9195,positive
2466,"Thanks Sir Ken. I must confess you are such an exceptional mentor.
I had been looking for a way to get on on this journey until I found your videos and several platforms. within two weeks of watching your videos and practicing what you teach, I can see I am making so much progress. Thanks so much and God Bless you.",UgwC1V4uobsA6v2ztSZ4AaABAg,http://www.youtube.com/channel/UClSHTSvkjPA5HRB1H1NApUA,David Bassey,1,1,2020-07-28 01:08:51+00:00,a3VWq9smqhM,1,How to ULTRALEARN Data Science,2020-07-28,0.0,0.781,0.219,0.9192,positive
293,"Stop with the impostor syndrome Ken! ;) your content is good and you seem to be a very nice person, smart, down to earth and encouraging. No wonder your channel is growing! ;)",Ugz18xfvh3nn8vsxxJV4AaABAg,http://www.youtube.com/channel/UCwuJkG2IxMrvSSCu0LWsiTg,hAgg,1,1,2020-11-02 16:34:21+00:00,SsGKZe4dVyk,1,How a Subscriber Landed a Data Analyst Job in Less Than a Year (Ray Ojel) - KNN EP. 09,2020-11-02,0.096,0.502,0.402,0.9192,positive
2629,"GhostCat 
Anyway, your build is super awesome :D",Ugz2EoGgT8_tFZwMoDl4AaABAg,http://www.youtube.com/channel/UCExuArKHjTapZukBwuezicg,Abdullah Raihan Bhuiyan,0,1,2020-07-24 16:20:37+00:00,_rbrdNTpZGo,0,Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),2020-07-24,0.0,0.294,0.706,0.9191,positive
2790,"Thanks. Really appreciate the breakdown. Looking into exploring into DS, and this has been the best breakdown of the pro and cons if each option. Thanks Ken.",UgzTuwBxtALD3A39a1Z4AaABAg,http://www.youtube.com/channel/UCfd5vz5dcrP2d5yCe1Fwxnw,L CY,1,1,2020-07-19 02:05:42+00:00,Q9FjwzKFPuM,1,Data Science Certificate vs Bootcamp vs Masters Degree,2020-07-19,0.0,0.639,0.361,0.9184,positive
2311,So cool to see me in there haha! Keep up the awesome stuff Ken :),UgxaEHbqQF7zLEQTw6t4AaABAg,http://www.youtube.com/channel/UCGYPQz_qySbPESTK8k2ky5g,Danny Ma,1,2,2020-08-03 06:55:36+00:00,rdo8YBasqqA,1,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),2020-08-03,0.0,0.459,0.541,0.9183,positive
5187,"Great video Ken! This is exactly the motivation I needed to continue my data Science journey. The lockdown has been a morale killer  but your video definitely motivated me to keep learning. 
Thank you!",UgwGWujVfnD-9WCYRgx4AaABAg,http://www.youtube.com/channel/UC6CbhVePyU8pxCGgK6ZofqQ,Kosi Onyeka,1,3,2020-04-12 03:22:44+00:00,QWgg4w1SpJ8,1,Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),2020-04-12,0.06,0.587,0.353,0.9183,positive
2784,I think it would be great if you could show how you would present this project in a markdown file in order to add it to your github. Thanks for the great work!!!,UgxoGkXqoV5d64AJao14AaABAg,http://www.youtube.com/channel/UCDRM4deIH-LTe06MXOpeOtg,Χρυσόστομος Παπαδόπουλος,1,1,2020-07-19 10:51:39+00:00,I3FBJdiExcg,1,Beginner Kaggle Data Science Project Walk-Through (Titanic),2020-07-19,0.0,0.7,0.3,0.9182,positive
5022,"he Ken Jee, thnx 4 the great tutorials! really loving them.. I'm trying to replicate what you did as a way of learning (i'm still in the learning phase of programming), however when i load the page, i get a ' cookie - consent' pop-up! As a result the scraping doesn't continue (however, when i manually press 'accept cookies' it does continue). Do you know a way i can hard code this in python so that when the page opens, it automatically excepts the cookies too?",UgzfeHaI9Db40VcqzKp4AaABAg,http://www.youtube.com/channel/UCBMfP150Hp5zpCb1CJdZexg,Chillos100,1,1,2020-04-28 15:53:38+00:00,GmW4F6MHqqs,1,Data Science Project from Scratch - Part 2 (Data Collection),2020-04-28,0.017,0.826,0.158,0.9182,positive
4894,"Hey Ken, hope you are doing good. Thanks for all the videos. Enjoying it thoroughly. In learning with case studies how do I know which algorithm I should choose? 










Also, can you upload a project that starts with data collection, which has a lot of missing values in it, where more time is spent on data cleaning and pre-processing as I heard from many DataScientist that they spend the majority of their time in Data preprocessing?",UgweCxfP1wIfXASqyoJ4AaABAg,http://www.youtube.com/channel/UC8ckqNdnIfmtdeeP_4HCvng,Nibin Joseph,3,2,2020-05-09 03:16:33+00:00,8igH8qZafpo,3,3 Proven Data Science Projects for Beginners (Kaggle),2020-05-09,0.027,0.789,0.184,0.9179,positive
2966,"Thanks for the sharing.I see the four math area: statistic,discrete math,linear alegbra and calculus required for data science. I graduated with management degree and  cal 1 is the highest math class i had. Is it possible for me to self taught all those math. If yes, what are the resouces you would recommend me to learn from. I wish i study more math back in college but going back to college is not realistic for me now. Thanks again for your time and your sharing in video.",UgychqdQbbZYtkE_FIx4AaABAg,http://www.youtube.com/channel/UClssWA0MGQCYDe_OxObJqBg,tech program,2,1,2020-07-13 15:22:53+00:00,zSwM5uVeylU,2,Math Needed for Mastering Data Science,2020-07-13,0.0,0.836,0.164,0.9178,positive
842,This is just amazing Ken ! now I know that's the kind of job I wanna do for a living :) thank you so much for sharing !,Ugx5t9fXwoxSeJCYE2p4AaABAg,http://www.youtube.com/channel/UCKf9CtBWEwTNgGuHDiGWqwg,Elyazid ASSADE,1,1,2020-10-01 22:15:37+00:00,fhi4dOhmW-g,1,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-10-01,0.0,0.595,0.405,0.9177,positive
738,Really funny! Adding humor is always great :),Ugw64KotcAlyyOMu7IF4AaABAg,http://www.youtube.com/channel/UC2rgcMd12CXGpUhDOxvWV9g,Miguel Rosales,1,1,2020-10-05 18:06:18+00:00,WRF_dKZ_i24,1,Sh*t Data Scientists Say (Parody),2020-10-05,0.0,0.236,0.764,0.9177,positive
1148,"Hi Ken, I am a PhD graduate in Information and Communication Engineering (India).My research work was in the domain of Wireless communications. I want to become a Data Scientist. Please suggest me the steps I should take in order to achieve my goal. Is it ok to gain knowledge through online ed-tech platforms? Is certification mandatory in order to become a data scientist? Hope you ll answer my queries!!! Thanking you in advance!!!",UgzVkoiJVvhZOG3_9Fx4AaABAg,http://www.youtube.com/channel/UCeesajBoPOv7oFsZf0QSYmQ,Sanjana Prasad,2,1,2020-09-17 17:51:41+00:00,4OZip0cgOho,2,How I Would Learn Data Science (If I Had to Start Over),2020-09-17,0.0,0.803,0.197,0.9174,positive
1395,Thanks amen! I appreciate you helping others learn faster and more efficiently. I haven’t seen all the resources but it’ll be great you posting more resources to find codes other have built! Looking forward to more!,UgwAy8efELZ5AVh4CNx4AaABAg,http://www.youtube.com/channel/UCN_307eSIQX4pEVlMKt1fww,Danyos777,1,1,2020-09-04 20:47:57+00:00,-pdXWmj9xxU,1,How I Learn Data Science Through Studying Other People's Code | #66DaysOfData,2020-09-04,0.0,0.676,0.324,0.9173,positive
4650,"Hi Ken,
I have a question for you: I'm studying social sciences at the moment with a specialization in quantitative data analysis. We're not just doing basic stuff, I already did courses on geodata analysis, network analysis (even did an analysis of Twitter communities with data that I scraped with the Twitter rest API), multilevel models, structural equation models and causal analysis. But we have no courses on machine learning (actually there would have been a course this semester, but it got dropped because of corona -.- I guess it's too difficult to run a Zoom stream for a guy working with machine learning, idk...). And we also didn't do much on efficient coding / speeding up the code. I'm mostly working with R.
What do you say would be a good next step to get deeper into data science with that pretty solid foundation of knowledge on statistics? Can you recommend courses, books or other sources for my situation? All the data science sources that I found were starting from zero which was a bit annoying for me.

Thanks!",UgysVlATmXBG9zydk5Z4AaABAg,http://www.youtube.com/channel/UCmlOm8lf2pqzdPhR122ZRmw,Joker77,2,2,2020-05-13 18:44:19+00:00,4OZip0cgOho,2,How I Would Learn Data Science (If I Had to Start Over),2020-05-13,0.051,0.836,0.114,0.917,positive
4876,Love the intro!! Awesome video :),Ugx6GMxCx0Nq-gEKEn54AaABAg,http://www.youtube.com/channel/UCU_jRpxWm0nQ8BCKemqFFmA,Juliette G,1,1,2020-05-09 19:16:26+00:00,4OZip0cgOho,1,How I Would Learn Data Science (If I Had to Start Over),2020-05-09,0.0,0.202,0.798,0.9167,positive
4515,"Thank you, Ken! This video is great and will be helpful for me. Hope to see you anytime soon!",Ugy6RhycfhpHv8nULjt4AaABAg,http://www.youtube.com/channel/UCfBF6AmTJZKRSmmMl7n4OEw,Israel Bayode,1,1,2020-05-16 14:22:52+00:00,Ip50cXvpWY4,1,The Best Free Data Science Courses Nobody is Talking About,2020-05-16,0.0,0.538,0.462,0.9167,positive
4016,"With that hairstyle you can Data Science me all night long. 
Lol jk anyways I recently got an internship right after college on data engineering for a financial firm. This had sparked my interest in Data Science in general and thinking of pursuing Master on the subject. Your video is really helpful! Thank you.",UgxhcFGNjshwBOftuu54AaABAg,http://www.youtube.com/channel/UC6Es-vv-zow2X5exhPDPrxQ,Phuong Hoang,1,1,2020-05-30 23:38:02+00:00,4OZip0cgOho,1,How I Would Learn Data Science (If I Had to Start Over),2020-05-30,0.0,0.772,0.228,0.9163,positive
5197,I loved the compelling data storytelling during your exploratory data analysis phase. I can't wait for part five. Thank you for your effort and value. More grace Sir,Ugy2M6nrmKgRXS8TmrJ4AaABAg,http://www.youtube.com/channel/UC95c_9O5IrTFwtEZatccxtA,Bibi Slyvie,2,1,2020-04-11 00:35:57+00:00,QWgg4w1SpJ8,2,Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),2020-04-11,0.0,0.604,0.396,0.9152,positive
3608,Ken thank you so much for this video. All of the advice given are so valuable and I really needed to hear them. Thank you for all your amazing content.,Ugw2Ss6F899CwnCeEEB4AaABAg,http://www.youtube.com/channel/UC-ib_lgC-T_SRh0Zgxnk98Q,Favour Chidinma,1,0,2020-06-12 22:15:09+00:00,XjC3FPL-S78,1,The REAL Reason You're Struggling to Learn Data Science,2020-06-12,0.0,0.662,0.338,0.9151,positive
1102,"I do not know why all salary estimate values are repeated,  I followed your video and fix it the same as you then I copy the source code but the salary estimate keeps repeated ,do you have any solution ? Thanks a lot for these videos, they are really helpful.",Ugy2-uDlEJBPpn1jrMN4AaABAg,http://www.youtube.com/channel/UCOybdiRGmtbAOhI86wD_llA,Fawzia Alanazi,3,2,2020-09-20 22:18:32+00:00,GmW4F6MHqqs,3,Data Science Project from Scratch - Part 2 (Data Collection),2020-09-20,0.0,0.762,0.238,0.9151,positive
2669,"Thanks for watching everyone! Remember to comment below with your name for my new computer ! The best name will win a Jetson Nano!
NVIDIA TITAN RTX Details: https://nvda.ws/32ViJVx",UgwQarmNs5eIaRigdLB4AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,3,15,2020-07-24 15:09:38+00:00,_rbrdNTpZGo,3,Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),2020-07-24,0.0,0.671,0.329,0.9149,positive
5123,Hi Ken! Your video really inspires me a lot! Keep up the good work and hope I will be as good as you one day! :))),UgzSsIw-kHVuMZZCh5t4AaABAg,http://www.youtube.com/channel/UCexXfZh90dTIxHmswrAbyNA,weihan,1,1,2020-04-18 14:24:43+00:00,QWgg4w1SpJ8,1,Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),2020-04-18,0.0,0.61,0.39,0.9148,positive
3496,"Dear Sir, I have done my bachelor degree in Arts background ( English Literature), but school and higher secondary was in Science field. I want to build up my future studies and career in Data Science. I have asked a lot of people around me but didn’t get any appropriate answer whether I am eligible for learning Data Science from scratch or not. My aim is to do MS in DS and try to get funding for post doctoral program too. I’m also not sure whether US universities will allow me for this since I have no bachelor degree in Science or Engineering. It would be really a pioneering suggestions for me if you give me your valuable advice regarding this. Thanks for reading my comment. Hoping to hear from you soon.",Ugz8cxkBbAE9FgN_ESJ4AaABAg,http://www.youtube.com/channel/UCCx10z8BOHCjO5xbhyHnWvg,Asad Jaman,2,1,2020-06-18 00:33:59+00:00,4OZip0cgOho,2,How I Would Learn Data Science (If I Had to Start Over),2020-06-18,0.038,0.833,0.129,0.9148,positive
1698,"Hi Ken !!
I have prior experience in analysis on excel . However , I consider myself as the beginner .
I recently acquire the knowledge of Python hope it will help me understand more efficiently.
Looking forward to it ......Thanks!!!",UgwTtzNQq7AN_cxR1BR4AaABAg,http://www.youtube.com/channel/UC2DAwlhVnKB1Cz0CprE_Sgw,Mayank Sharma,1,2,2020-08-29 01:34:58+00:00,uXLnbdHMf8w,1,Why I'm Starting Data Science Over Again.,2020-08-29,0.0,0.708,0.292,0.9146,positive
2910,"Been following this channel since I got let go after COVID 19 budget cuts, but figured I'd try to turn something bad into a good opportunity and use this time to learn data science, but this series is awesome coz it really ties in all the theoretical pieces from the coursework together. thank you! Around 26:15, Ken u said we didn't specify a series and we have to let the dataframe know we're doing this on rows....- I don't get this, what does axis = 1 do??",UgyRBBZT6DOGPrIY8314AaABAg,http://www.youtube.com/channel/UCWxn6Qqc_qtbKUA13qczSWQ,Clara Yip,0,0,2020-07-15 16:35:15+00:00,fhi4dOhmW-g,0,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-07-15,0.065,0.759,0.175,0.9145,positive
3632,"Another great video! <3
I think the advice you give is very useful, because I've been following the same methodology when learning Data Science for the past year. I'm try to understand and practice each individual part of the whole process of building a project first and then in the end everything manages to piece together perfectly after that. I've been solving Rubik's cubes as a hobby since 2009, so I think I'm pretty good at not giving up when something gets difficult. Just as you said, it takes a lot of time and patience, but with enough motivation and hard work, you eventually reach your goal. ^-^",Ugw4h2DwLJWWU8e1PyF4AaABAg,http://www.youtube.com/channel/UCdBVsMObimyfIRrUCl7KPzQ,Десислава Христова,1,0,2020-06-12 14:56:18+00:00,XjC3FPL-S78,1,The REAL Reason You're Struggling to Learn Data Science,2020-06-12,0.042,0.788,0.17,0.9145,positive
2269,"Hi Ken, I think you're the best guy I can ask this question. I have one year left in the Master of ""Economic Analysis & Modelling"" in Rabat, Morocco. I am familiar with Excel, R, and statistical packages like EViews & SPSS, but I was rejected from many Data Analyst internships in the US. So for now I started an internship in Morocco, where I basically make a questionnaire for a certain sampe, collect data, and analyse results. I have been also learning Python and Tableau because they were mentioned in the requirements of most Data analyst internships. Do you think I can land an internship next spring in the US with my anticipated level. Also how was the evolution of Data Analyst jobs and internships impacted by Covid 19. Thanks a bunch & God Bless u.",Ugz2XzTgwFEGwtNNXs94AaABAg,http://www.youtube.com/channel/UCIiDvX-SKzxRXTlr60KHz_A,Ibraheem El Ansari,1,1,2020-08-04 19:17:42+00:00,Q9FjwzKFPuM,1,Data Science Certificate vs Bootcamp vs Masters Degree,2020-08-04,0.032,0.828,0.139,0.9144,positive
4573,Hey Ken ! I just completed a course on inferential statistics... great course... but I don’t know where and how to apply the knowledge I have gained. Can you help me out please?,UgwLHjCNsHQGpUDMhEx4AaABAg,http://www.youtube.com/channel/UC_uLW36-_ldFhZEFNsq9qMw,Saurabh Khanolkar,2,1,2020-05-15 13:32:49+00:00,1aXk2RViq3c,2,How to Make A Data Science Portfolio Website with Github Pages,2020-05-15,0.0,0.653,0.347,0.9143,positive
1553,Wow!! This is so good. I'm going to join you. Excited for this. #66DaysOfData,Ugzz4yS49ap01SVFK8N4AaABAg,http://www.youtube.com/channel/UClbnNxoOrq3kV3cZvIknRFw,Pooja Kerkar,2,1,2020-08-31 14:28:12+00:00,uXLnbdHMf8w,2,Why I'm Starting Data Science Over Again.,2020-08-31,0.0,0.44,0.56,0.914,positive
3418,"Hi Ken, everything went very well till clicking on my website link created by GitHub . But as soon as I opened that link wishing to see my website, it shows 404, There isn't a GitHub pages site here. 
Could you please help me, I don't want to waste my hardwork .",UgzkhWingH2bjGhdLOR4AaABAg,http://www.youtube.com/channel/UCRer6Pwq-FZBxZ8dgrHYZ8w,Vimal Ramesh,4,2,2020-06-23 03:45:33+00:00,mEZ1Hj5yQ-8,4,How to Build a Data Science Portfolio Website with Hugo & Github Pages [feat. Data Professor],2020-06-23,0.024,0.71,0.267,0.9138,positive
2503,"Great stuff! Thanks! Can you make a video discussing tableau, Apache Superset or similar type soft considering their application, importance ? Really appreciate your hard work!",UgxTKFTCZFmPFXivOvh4AaABAg,http://www.youtube.com/channel/UCExuArKHjTapZukBwuezicg,Abdullah Raihan Bhuiyan,1,1,2020-07-27 15:10:59+00:00,rdo8YBasqqA,1,Reviewing Your Data Science Projects - Episode 13 (BONUS LinkedIn Review),2020-07-27,0.049,0.558,0.393,0.9137,positive
1864,"why don't you come live for solving any data science case study so that we can code and solve along with you the case problems and learn from your approach? I and my friends would love you to watch that, if possible for you. By the way, watched and loved your every content",UgzBGMFQennVLlbct8p4AaABAg,http://www.youtube.com/channel/UCxml2ZJ2UTGyXfRSYU0adLg,usama khan,2,1,2020-08-21 18:32:13+00:00,iGUiLWFDWfk,2,Don't Buy My Course..,2020-08-21,0.042,0.718,0.24,0.9136,positive
647,Great approach for working on a good project. Thanks for sharing. I'll get my hands on it when I master my basics,UgziedWwIFr9WVFsvHx4AaABAg,http://www.youtube.com/channel/UCPglE30_6ISHZDajR4O4NJw,MOHAMMED AZEEM,1,1,2020-10-10 05:10:11+00:00,GmW4F6MHqqs,1,Data Science Project from Scratch - Part 2 (Data Collection),2020-10-10,0.0,0.557,0.443,0.9136,positive
3645,"This is a good analogy, Ken. Luckily I took relevant courses step by step over the years, so I only had to focus on certain things when learning DS. I can only imagine how daunting it would be to jump over a huge hurdle (or to climb up a huge mountain as you mentioned) in front of people who are just starting to learn.
I believe this video can guide people who are just about to learn data science in the right direction. 
It's important to take small steps at a time, instead of trying to do everything at once.",UgxL0X7KgVM3_RQR6GB4AaABAg,http://www.youtube.com/channel/UCYDacpfRrCX6_8oDDlzTgFw,Import Data,3,1,2020-06-12 13:44:01+00:00,XjC3FPL-S78,3,The REAL Reason You're Struggling to Learn Data Science,2020-06-12,0.0,0.854,0.146,0.9136,positive
3173,"Thank you for the work Ken, the idea of showing everything step by step is very helpful for beginners. It's boring indeed but no one can get stuff done without the boring phase. I really like the IDE you are using here, with a variable window on the top right, very easy to click on and check out each new variable created, is this Spyder? I am using Pycharm and Jupyter notebook, and didn't find similar features from them, do you know if there is a way in Jupyter notebook to show table contents in a separate window? right now I just use ""df.head()"" to check, thank you so much.",UgyUOR0Uar2xpl9c-Ft4AaABAg,http://www.youtube.com/channel/UCxzcmmGNezuxz2gRcG8C7yw,Rui Zhang,2,1,2020-07-06 01:30:29+00:00,fhi4dOhmW-g,2,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-07-06,0.061,0.774,0.165,0.9133,positive
5091,"Excellent work, Ken. Your 'soup to nuts' approach is extremely helpful to those like me who are brand new to data science. On top of everything, I like how you show us your use of Git and GitHub as well as all of the lambda functions. Keep it up!",UgxB3mCxhMVudxae_pp4AaABAg,http://www.youtube.com/channel/UCVKt6fBr00QBZ9Jh-YVQtCg,Michael Cruz,1,1,2020-04-22 04:36:46+00:00,fhi4dOhmW-g,1,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-04-22,0.039,0.692,0.27,0.9133,positive
4343,Thanks for watching everyone! Definitely check out the data professor's channel as well! More great visuals of his can be located here: https://github.com/dataprofessor/infographic/blob/master/06-Different-Data-Science-Roles-Explained.JPG,UgzeQYYtL30QZNq0xPF4AaABAg,http://www.youtube.com/channel/UCiT9RITQ9PW6BhXK0y2jaeg,Ken Jee,7,13,2020-05-22 13:01:59+00:00,BZFfNwj7JhE,7,Different Data Science Roles Explained (by a Data Scientist),2020-05-22,0.0,0.6,0.4,0.9132,positive
922,"Hello, Ken! Thanks for another great video. Do you know good material about creation pipelines and custom gridsearch, that a beginner will understand? Or maybe you have a video about it on channel?",UgwJRijvOA1rCgflond4AaABAg,http://www.youtube.com/channel/UCT5VpBr-HRvrRaaWICCTr3A,Михаил Бедарев,2,0,2020-09-28 07:41:16+00:00,BBDiadC8BvE,2,5 Essential Data Science Projects for Your Portfolio,2020-09-28,0.0,0.681,0.319,0.9127,positive
299,"Hey Ken, I really appreciate this series but I worry about the dependant variable being the 'Glassdoor Estimate' It seems overly possible that any trends that you find in this EDA are properties of the Glassdoor Salary Estimate algo. Anyhow, this is great as a proof of concept. I would love for you to make a 'Data Science from Scratch 2.0' where you tackle a problem in the sports domain, where you are an expert and there is a wealth of real-world data to choose from!",Ugx4ZbRB1ULMT7M1vxt4AaABAg,http://www.youtube.com/channel/UCAJDYCuZarDniu8BXhd9ZIA,Alex Beck,1,1,2020-11-02 00:51:15+00:00,QWgg4w1SpJ8,1,Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),2020-11-02,0.075,0.742,0.183,0.9125,positive
1426,"Bro. This is top. Maybe you have already said it and I'm mistaken, but I haven't been able to find it in your videos. What kind of projects would you recommend for getting a data ANALYST job (I've seen the data scientist recommendations, but I suppose they are not the same). I would really appreciate it, although I know you are busy. Thank you for everything ;-)",Ugw6xIpxKgPwMwLu3Vd4AaABAg,http://www.youtube.com/channel/UCXra5XV_zb_bOeLHvXv7obw,Javier García Molina,3,5,2020-09-04 15:11:45+00:00,-pdXWmj9xxU,3,How I Learn Data Science Through Studying Other People's Code | #66DaysOfData,2020-09-04,0.024,0.776,0.199,0.9125,positive
5308,"I will do as you suggest and watch those videos before asking you :) if you downt have it already, maybe some playlist would be a good idea. “My recommended order of watching”, “See these before asking me questions”. I would at least like it. I plan on watching all of the videos, but with the corona situation, closed kindergartens and schools, I’m trying to learn statistical analysis while having 3 small kids home, so it may take some time. Anyway you have already given me the most clear information on what a data scientist actually do, and I only have a little more than a year left of my bachelor’s. So thank you 👍🏻",UgxQlzprN6BakSNkrpp4AaABAg,http://www.youtube.com/channel/UCMGBH--tu2r6mdpIKbA9mMA,Lewi Uberg,3,1,2020-03-27 21:53:35+00:00,a3VWq9smqhM,3,How to ULTRALEARN Data Science,2020-03-27,0.0,0.872,0.128,0.9123,positive
